LI-8200;LI-8200;CHAMBER;CHAMBER;CHAMBER;CHAMBER;LI-7810;LI-7810;LI-7810;LI-7810;LI-7810;LI-7810;LI-7810;LI-7810;
LABEL;COMMENT;SWC_2 mean;TS_2 mean;LATITUDE;LONGITUDE;FCH4_DRY;FCH4_DRY dCdt;FCH4_DRY R2;FCH4_DRY CV;FCO2_DRY;FCO2_DRY dCdt;FCO2_DRY R2;FCO2_DRY CV;datetime
[#];[#];[m+3m-3];[C];[degrees];[degrees];[nmol+1m-2s-1];[nmol+1mol-1s-1];[#];[#];[umol+1m-2s-1];[umol+1mol-1s-1];[#];[#];
;P1;;;;;0.056772756;;0.893809139;;1.273643755;;0.994164753;;05/06/2025 11:07
;P2;;;;;-0.205929862;;0.85234724;;1.561560064;;0.99508109;;05/06/2025 11:15
;P3;;;;;0.944981573;;0.990292129;;1.514034215;;0.992419855;;05/06/2025 11:22
;P4;;;;;0.169542353;;0.814856011;;1.363302589;;0.993797909;;05/06/2025 11:29
;P5;;;;;0.322859728;;0.89085059;;1.548744417;;0.903573177;;05/06/2025 11:39
;P6;;;;;0.723468346;;0.870365277;;3.033797657;;0.949864182;;05/06/2025 11:48
;P7;;;;;0.405130279;;0.883401173;;2.15579965;;0.850578351;;05/06/2025 11:55
;P8;;;;;0.174107698;;0.697938507;;1.756158998;;0.879012313;;05/06/2025 12:04
;P9;;;;;0.078725888;;0.258465573;;0.607580974;;0.563669791;;05/06/2025 12:11
;P10;;;;;-0.097324678;;0.206412515;;1.161625013;;0.713997758;;05/06/2025 12:18
