LI-8200;LI-8200;CHAMBER;CHAMBER;CHAMBER;CHAMBER;LI-7810;LI-7810;LI-7810;LI-7810;LI-7810;LI-7810;LI-7810;LI-7810;
LABEL;COMMENT;SWC_2 mean;TS_2 mean;LATITUDE;LONGITUDE;FCH4_DRY;FCH4_DRY dCdt;FCH4_DRY R2;FCH4_DRY CV;FCO2_DRY;FCO2_DRY dCdt;FCO2_DRY R2;FCO2_DRY CV;datetime
[#];[#];[m+3m-3];[C];[degrees];[degrees];[nmol+1m-2s-1];[nmol+1mol-1s-1];[#];[#];[umol+1m-2s-1];[umol+1mol-1s-1];[#];[#];
_26;P3;0.11333;26.14833;-14.27424;-47.74244;-0.10109;-0.01291;0.92312;2.60523;0.27134;0.03464;0.81981;3.69527;24/11/2024 11:19
_27;P4;0.17483;26.36667;-14.27399;-47.74245;-0.00174;-0.00023;0.00282;152.10813;1.2613;0.16672;0.98985;1.32918;24/11/2024 11:24
_28;P5;0.30884;27.01944;-14.27379;-47.74245;0.07296;0.00946;0.47893;3.12444;0.49301;0.06392;0.95967;1.98257;24/11/2024 11:29
_29;P6;0.42167;27.37667;-14.27355;-47.74242;0.00283;0.00037;0.01325;69.76883;1.66621;0.21805;0.99566;1.25122;24/11/2024 11:34
_30;P7;0.33652;27.07833;-14.27338;-47.74238;-0.02884;-0.00382;0.43107;10.72298;2.13353;0.28287;0.99697;1.22976;24/11/2024 11:39
_32;P8;0.83069;26.75056;-14.27316;-47.74242;3.66658;0.4451;0.99929;1.16965;1.3852;0.16816;0.98572;1.38796;24/11/2024 11:45
_33;P9;0.95;26.82928;-14.27294;-47.74237;0.41436;0.05046;0.99126;1.37981;2.05464;0.25023;0.99498;1.25722;24/11/2024 11:54
_34;P10;0.94472;26.75056;-14.27277;-47.74232;0.49123;0.06047;0.99678;1.22433;1.35896;0.1673;0.99134;1.38252;24/11/2024 12:01
